3443.1664,06009.0024,3438.8638,06005.7960,21:21:59
3443.1670,06009.0036,3438.8590,06005.7990,21:32:00
3443.1670,06009.0036,3438.8590,06005.7990,21:32:00
3443.1670,06009.0036,3438.8590,06005.7990,21:32:00
3443.1670,06009.0036,3438.8590,06005.7990,21:32:00
3443.1670,06009.0036,3438.8590,06005.7990,21:42:01
3443.1670,06009.0036,3438.8590,06005.7990,21:42:01
3443.1646,06009.0054,3438.8542,06005.7954,21:47:01
3443.1646,06009.0054,3438.8542,06005.7954,21:47:01
3443.1646,06009.0054,3438.8542,06005.7954,21:47:01
3443.1646,06009.0054,3438.8542,06005.7954,21:47:01
3443.1646,06009.0054,3438.8542,06005.7954,21:47:01
3443.1646,06009.0054,3438.8542,06005.7954,21:47:01
3443.1646,06009.0054,3438.8542,06005.7954,21:47:24
3443.1646,06009.0054,3438.8542,06005.7954,21:52:01
3443.1646,06009.0054,3438.8542,06005.7954,21:52:01
3443.1652,06009.0060,3438.8386,06005.7804,23:05:05
3443.1676,06009.0024,3438.8332,06005.7780,23:14:31
3443.1682,06009.0018,3438.8302,06005.7726,23:36:32
3443.1682,06009.0018,3438.8302,06005.7726,23:39:32
3443.1610,06009.0036,3439.1284,06005.6532,00:07:06
3443.1628,06009.0048,3439.1248,06005.6580,00:18:38
3443.1628,06009.0048,3439.1248,06005.6580,00:18:38
3443.1622,06009.0036,3439.1176,06005.6802,01:42:33
3443.1622,06009.0036,3439.1176,06005.6802,01:45:33
3443.1622,06009.0036,3439.1164,06005.6868,01:57:05
3443.1622,06009.0036,3439.1164,06005.6868,01:57:05
3443.1622,06009.0036,3439.1098,06005.7006,02:42:09
3443.1622,06009.0018,3439.0978,06005.7144,03:36:49
3443.1622,06009.0018,3439.0978,06005.7144,03:39:49
3443.1622,06009.0018,3439.0954,06005.7198,03:57:49
3443.1622,06009.0036,3439.0912,06005.7276,04:39:49
3443.1622,06009.0036,3439.0912,06005.7276,04:42:49
3443.1610,06009.0024,3439.0834,06005.7372,05:15:30
3443.1610,06009.0024,3439.0834,06005.7372,05:18:30
3443.1616,06009.0048,3439.0678,06005.7540,06:19:30
3443.1616,06009.0048,3439.0684,06005.7540,06:20:30
3443.1616,06009.0048,3439.0684,06005.7540,06:24:30
3443.1616,06009.0048,3439.0684,06005.7540,06:24:30
3443.1616,06009.0048,3439.0684,06005.7540,06:29:30
3443.1616,06009.0048,3439.0684,06005.7540,06:29:30
3443.1586,06009.0096,3439.0570,06005.7660,07:21:10
3443.1604,06009.0030,3439.0570,06005.7660,07:42:10
3443.1604,06009.0030,3439.0528,06005.7702,08:03:10
3443.1604,06009.0030,3439.0456,06005.7762,08:21:10
3443.1604,06009.0030,3439.0456,06005.7762,08:24:10
3443.1598,06009.0048,3439.0456,06005.7762,08:35:51
3443.1598,06009.0048,3439.0456,06005.7762,08:38:51
3443.1598,06009.0048,3439.0456,06005.7762,08:42:51
3443.1598,06009.0048,3439.0456,06005.7762,08:47:51
3443.1598,06009.0048,3439.0456,06005.7762,08:47:51
3443.1598,06009.0048,3439.0456,06005.7762,08:47:51
3443.1598,06009.0048,3439.0414,06005.7792,08:52:51
3443.1598,06009.0048,3439.0414,06005.7792,08:52:51
3443.1598,06009.0048,3439.0414,06005.7792,08:57:51
3443.1598,06009.0048,3439.0414,06005.7792,08:57:51
3443.1598,06009.0048,3439.0414,06005.7792,08:57:51
3443.1622,06009.0048,3439.0366,06005.7834,09:18:51
3443.1622,06009.0048,3439.0318,06005.7846,09:21:51
3443.1622,06009.0048,3439.0318,06005.7846,09:39:51
3443.1622,06009.0036,3439.0210,06005.7876,10:00:51
3443.1622,06009.0036,3439.0210,06005.7876,10:03:51
3443.1604,06009.0024,3439.0168,06005.7936,10:35:33
3443.1604,06009.0024,3439.0168,06005.7936,10:38:33
3443.1604,06009.0006,3439.0114,06005.7966,10:55:33
3443.1604,06009.0006,3439.0114,06005.7966,10:58:33
3443.1598,06009.0042,3439.0114,06005.7966,11:07:07
3443.1598,06009.0042,3439.0114,06005.7966,11:07:07
3443.1604,06009.0048,3439.0078,06005.8014,11:15:33
3443.1604,06009.0048,3439.0078,06005.8014,11:18:33
3443.1634,06009.0054,3438.9976,06005.8050,11:59:33
3443.1652,06008.9994,3438.9742,06005.8104,13:38:27
3443.1652,06008.9994,3438.9742,06005.8104,13:41:27
3443.1652,06008.9994,3438.9742,06005.8104,13:51:04
3443.1652,06008.9994,3438.9742,06005.8104,13:51:04
3443.1634,06009.0042,3438.9616,06005.8110,14:35:14
3443.1640,06008.9976,3438.9616,06005.8110,14:38:14
3443.1640,06008.9976,3438.9616,06005.8110,14:48:46
3443.1640,06008.9976,3438.9616,06005.8110,14:48:46
3443.1640,06008.9976,3438.9562,06005.8110,14:55:14
3443.1640,06008.9976,3438.9508,06005.8110,15:15:14
3443.1640,06008.9976,3438.9508,06005.8110,15:18:14
3443.1646,06009.0036,3438.9328,06005.8140,16:25:33
3443.1622,06009.0042,3438.9226,06005.8146,17:02:13
3443.1628,06009.0060,3438.9148,06005.8128,17:45:13
3443.1628,06009.0060,3438.9148,06005.8128,17:48:13
3443.1682,06009.0036,3438.9094,06005.8110,18:06:13
3443.1682,06009.0036,3438.9094,06005.8110,18:09:13
3443.1634,06009.0054,3438.9040,06005.8104,18:29:10
3443.1634,06009.0054,3438.9040,06005.8104,18:29:10
3443.1712,06009.0030,3438.8866,06005.8038,20:03:41
3443.1664,06009.0024,3438.8764,06005.8002,20:22:24
3443.1664,06009.0024,3438.8710,06005.7978,20:40:24
3443.1664,06009.0024,3438.8638,06005.7960,20:51:57
3443.1664,06009.0024,3438.8638,06005.7960,20:51:57
3443.1664,06009.0024,3438.8638,06005.7960,20:56:57
3443.1664,06009.0024,3438.8638,06005.7960,20:56:57
3443.1664,06009.0024,3438.8638,06005.7960,21:06:58
3443.1664,06009.0024,3438.8638,06005.7960,21:06:58
3443.1664,06009.0024,3438.8638,06005.7960,21:06:58
3443.1664,06009.0024,3438.8638,06005.7960,21:06:58
3443.1664,06009.0024,3438.8638,06005.7960,21:06:58
3443.1664,06009.0024,3438.8638,06005.7960,21:06:58
3443.1664,06009.0024,3438.8638,06005.7960,21:16:59
3443.1664,06009.0024,3438.8638,06005.7960,21:16:59
3443.1664,06009.0024,3438.8638,06005.7960,21:16:59
3443.1664,06009.0024,3438.8638,06005.7960,21:16:59
3443.1664,06009.0024,3438.8638,06005.7960,21:21:59
3443.1664,06009.0024,3438.8638,06005.7960,21:21:59
3443.1664,06009.0024,3438.8638,06005.7960,21:21:59
3443.1664,06009.0024,3438.8638,06005.7960,21:21:59
3443.1670,06009.0036,3438.8590,06005.7990,21:32:00
3443.1670,06009.0036,3438.8590,06005.7990,21:32:00
3443.1670,06009.0036,3438.8590,06005.7990,21:32:00
3443.1670,06009.0036,3438.8590,06005.7990,21:32:00
3443.1670,06009.0036,3438.8590,06005.7990,21:42:01
3443.1670,06009.0036,3438.8590,06005.7990,21:42:01
3443.1646,06009.0054,3438.8542,06005.7954,21:47:01
3443.1646,06009.0054,3438.8542,06005.7954,21:47:01
3443.1646,06009.0054,3438.8542,06005.7954,21:47:01
3443.1646,06009.0054,3438.8542,06005.7954,21:47:01
3443.1646,06009.0054,3438.8542,06005.7954,21:47:01
3443.1646,06009.0054,3438.8542,06005.7954,21:47:01
3443.1646,06009.0054,3438.8542,06005.7954,21:47:24
3443.1646,06009.0054,3438.8542,06005.7954,21:52:01
3443.1646,06009.0054,3438.8542,06005.7954,21:52:01
3443.1652,06009.0060,3438.8386,06005.7804,23:05:05
3443.1676,06009.0024,3438.8332,06005.7780,23:14:31
3443.1682,06009.0018,3438.8302,06005.7726,23:36:32
3443.1682,06009.0018,3438.8302,06005.7726,23:39:32
